Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities
Ubaid Ullah Khan,BSP,0,Graduate,61,Kichha + Udham Singh Nagar,11000000,0
Saurabh Bahuguna   Winner ,BJP,0,Graduate Professional,43,Sitarganj + Udham Singh Nagar,78595219,1254820
Ajay Jaiswal,AAP,0,10th Pass,47,Sitarganj + Udham Singh Nagar,25891459,5984205
Mobeen Ali,IND,0,Literate,44,Sitarganj + Udham Singh Nagar,1711500,0
Mohmmad Ali,SP,0,8th Pass,49,Sitarganj + Udham Singh Nagar,2367637,50000
Narayan Pal,BSP,0,Graduate,56,Sitarganj + Udham Singh Nagar,244941220,20631985
Navtej Pal Singh,INC, 2 ,Graduate,45,Sitarganj + Udham Singh Nagar,46377629,4229097
Raghuvir,Bharatiya Subhash Sena,0,8th Pass,46,Sitarganj + Udham Singh Nagar,1326000,0
Gopal Singh Rana   Winner ,INC,0,Graduate Professional,72,Nanakmatta (St) + Udham Singh Nagar,33163000,4525000
Anand Singh Rana,AAP,0,12th Pass,62,Nanakmatta (St) + Udham Singh Nagar,20512865,500000
Jyoti Rana,SP,0,Graduate,27,Nanakmatta (St) + Udham Singh Nagar,70000,0
Mukesh Singh,IND,0,12th Pass,44,Nanakmatta (St) + Udham Singh Nagar,3235335,1815027
Prem Singh Rana,BJP,0,Doctorate,45,Nanakmatta (St) + Udham Singh Nagar,14302075,6179919
Vijay Singh Rana,BSP,0,Post Graduate,39,Nanakmatta (St) + Udham Singh Nagar,109764,0
Bhuwan Chandra Kapri   Winner ,INC,0,Graduate Professional,40,Khatima + Udham Singh Nagar,4927481,1282994
Asif Miyan,AIMIM,0,Graduate Professional,39,Khatima + Udham Singh Nagar,3450000,0
Baburam,IND,0,12th Pass,52,Khatima + Udham Singh Nagar,3232754,107000
Pushkar Singh Dhami,BJP,0,Post Graduate,46,Khatima + Udham Singh Nagar,33450708,4967584
Rajesh,Bharatiya Subhash Sena,0,8th Pass,35,Khatima + Udham Singh Nagar,608500,0
Ramesh Singh,BSP, 1 ,12th Pass,46,Khatima + Udham Singh Nagar,9362500,3400000
Sawinderjeet Singh Kaler,AAP, 4 ,10th Pass,54,Khatima + Udham Singh Nagar,218093869,16404801
Vijay Pal,SP,0,8th Pass,47,Khatima + Udham Singh Nagar,760000,0
Durgeshwar Lal   Winner ,BJP, 1 ,12th Pass,36,Purola (Sc) + Uttarkashi,650000,0
Chain Singh,SP,0,8th Pass,55,Purola (Sc) + Uttarkashi,53100,0
Malchand,INC, 4 ,10th Pass,55,Purola (Sc) + Uttarkashi,107740000,1400000
Prakash,AAP,0,10th Pass,37,Purola (Sc) + Uttarkashi,229000,0
Ram Prasad,Rashtriya Lokneeti Party,0,Graduate,35,Purola (Sc) + Uttarkashi,35000,0
Ujali Devi,BSP,0,8th Pass,44,Purola (Sc) + Uttarkashi,308000,0
Sanjay Dobhal   Winner ,IND, 1 ,12th Pass,51,Yamunotri + Uttarkashi,4767228,70000
Deepak Bijalwan,INC, 1 ,12th Pass,35,Yamunotri + Uttarkashi,3804278,0
Jagaveer Singh,BSP,0,Post Graduate,50,Yamunotri + Uttarkashi,1063000,0
Kedar Singh,BJP,0,Graduate Professional,62,Yamunotri + Uttarkashi,58693124,0
Manoj Kohli Shyam,AAP,0,Others,35,Yamunotri + Uttarkashi,6378597,1700000
Ramesh Chand Ramola,UKD,0,Post Graduate,62,Yamunotri + Uttarkashi,12443921,972073
Vipin,Satya Bahumat Party,0,Graduate Professional,32,Yamunotri + Uttarkashi,128399,0
Vishal Singh,Rashtriya Uttarakhand Party,0,8th Pass,45,Yamunotri + Uttarkashi,114500,0
Suresh Singh Chauhan   Winner ,BJP,0,12th Pass,54,Gangotri + Uttarkashi,1150000,0
Ajay Kothiyal,AAP,0,Graduate,52,Gangotri + Uttarkashi,10922631,0
Babu Lal Ghoghiyal,Jai Maha Bharath Party,0,Literate,66,Gangotri + Uttarkashi,5000000,0
Budhi Lal,BSP,0,8th Pass,56,Gangotri + Uttarkashi,6113000,0
Jasveer Singh,UKD,0,Graduate Professional,27,Gangotri + Uttarkashi,420000,650000
Mahavir Prasad,CPI,0,Post Graduate,61,Gangotri + Uttarkashi,3526912,1000000
Navneet Uniyal,IND,0,Others,36,Gangotri + Uttarkashi,877000,0
Vijay Bahuguna,SP,0,Graduate Professional,33,Gangotri + Uttarkashi,250000,0
Vijaypal Singh Sajwan,INC, 1 ,Post Graduate,63,Gangotri + Uttarkashi,31479511,370644
